Cancer	Gene_symbol	Ensembl_ID	Gene_biotype	ENTREZID	Onco_gene_OncoVar	P_value	FDR	OncoVar_Score	CGC	OncoKB	OncoVar	MutPanning	2020Rule	CTAT	HCD	Intogen	Oncogene	TSgene	CGCPointMut	FASMIC	MouseMut	PMID_29056346	PMID_29056346_collected_known	TCGA_papers	DriverDBv3	Therapeutic_target_in_PMID_30971826	Consensus_Score	Driver Level
PanCancer	MUC1	ENSG00000185499	protein_coding	4582	Y	0.443129606204371	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	MUTYH	ENSG00000132781	protein_coding	4595	Y	0.466378611228143	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	MYCL	ENSG00000116990	protein_coding	4610	Y	0.375531376779449	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	NOTCH2	ENSG00000134250	protein_coding	4853	Y	0.00258101561608767	0.0939471281292517	0.536531951079729	1	Oncogene/TSG	N	Y	TSG	Y	N	Y	N	Y	Y	N	N	N	Y	N	Y	N	36	4
PanCancer	NRAS	ENSG00000213281	protein_coding	4893	Y	0	0	1	1	Oncogene	Y	Y	Oncogene	Oncogene	Y	Y	Y	N	Y	Y	N	Y	Y	Y	Y	Y	50	4
PanCancer	NTRK1	ENSG00000198400	protein_coding	4914	Y	0.36270765794471	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	ODF2L	ENSG00000122417	protein_coding	57489	Y	0.000259752048143018	0.012781052585736	0.630246775809166	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	PAX7	ENSG00000009709	protein_coding	5081	Y	0.510766644904807	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PBX1	ENSG00000185630	protein_coding	5087	Y	0.434677150416396	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	PDE4DIP	ENSG00000264708	protein_coding	9659	Y	0.535186837164769	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PRCC	ENSG00000143294	protein_coding	5546	Y	0.298322177000532	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	20	4
PanCancer	PRDM16	ENSG00000142611	protein_coding	63976	Y	0.34898081124493	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	Y	N	22	4
PanCancer	PRDM2	ENSG00000116731	protein_coding	7799	Y	0.182810761825591	0.596573590279973	0.447711526065277	2	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	PRRX1	ENSG00000116132	protein_coding	5396	Y	0.256043531383947	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	PTPRC	ENSG00000081237	protein_coding	5788	Y	0.0584031331381336	0.596573590279973	0.447711526065277	1	Y	N	Y	N	Pssible_Oncogene	N	N	N	Y	N	N	N	N	N	N	Y	N	32	4
PanCancer	RBM15	ENSG00000162775	protein_coding	64783	Y	0.0632479881966156	0.596573590279973	0.447711526065277	1	Oncogene/TSG	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	RGS7	ENSG00000182901	protein_coding	6000	Y	0.014234779444704	0.346866582650186	0.473695330072204	2	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	RPL22	ENSG00000116251	protein_coding	6146	Y	0	0	1	1	Y	Y	Y	N	Pssible_TSG	Y	Y	N	N	N	N	N	Y	Y	Y	Y	N	46	4
PanCancer	RPL5	ENSG00000122406	protein_coding	6125	Y	2.04010838039893e-06	0.000127397593662832	0.812952678688703	1	Y	Y	Y	N	TSG	Y	Y	N	Y	N	N	N	Y	Y	Y	Y	N	47	4
PanCancer	SDHB	ENSG00000117118	protein_coding	6390	Y	0.422069280319613	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	Y	21	4
PanCancer	SDHC	ENSG00000143252	protein_coding	6391	Y	0.481058493648177	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	SETDB1	ENSG00000143379	protein_coding	9869	Y	0.188580562690709	0.596573590279973	0.447711526065277	2	Oncogene/TSG	N	Y	N	N	N	Y	Y	N	N	N	Y	N	N	N	Y	N	33	4
PanCancer	SFPQ	ENSG00000116560	protein_coding	6421	Y	0.16709363320128	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	Y	N	23	4
PanCancer	SLC45A3	ENSG00000158715	protein_coding	85414	Y	0.338706271423221	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	SPEN	ENSG00000065526	protein_coding	23013	Y	0.0132027922587879	0.329315946788321	0.476190982138461	1	TSG	N	Y	N	N	Y	N	N	N	N	N	Y	N	Y	N	Y	N	33	4
PanCancer	STIL	ENSG00000123473	protein_coding	6491	Y	0.49320999441905	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	TAL1	ENSG00000162367	protein_coding	6886	Y	0.314113929836268	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	TNFRSF14	ENSG00000157873	protein_coding	8764	Y	0.209870345007839	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	Y	N	32	4
PanCancer	TPM3	ENSG00000143549	protein_coding	7170	Y	0.517855478416502	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	TPR	ENSG00000047410	protein_coding	7175	Y	0.0954427267379291	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	Y	Y	22	4
PanCancer	TRIM33	ENSG00000197323	protein_coding	51592	Y	0.265239034207476	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	A1CF	ENSG00000148584	protein_coding	29974	Y	0.0230765064311834	0.482315518244386	0.457878480873605	2	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	ABI1	ENSG00000136754	protein_coding	10006	Y	0.239531343085663	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	ARID5B	ENSG00000150347	protein_coding	84159	Y	0.0508626730043324	0.596573590279973	0.447711526065277	N	TSG	N	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	Y	Y	N	25	4
PanCancer	BMPR1A	ENSG00000107779	protein_coding	657	Y	0.00021560033877617	0.0108437411768704	0.637712215036739	1	TSG	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	Y	Y	32	4
PanCancer	CCDC6	ENSG00000108091	protein_coding	8030	Y	0.0535574124285971	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	Y	N	22	4
PanCancer	FAS	ENSG00000026103	protein_coding	355	Y	0.23095276013962	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	Y	N	Y	Y	N	N	N	N	N	Y	N	23	4
PanCancer	FGFR2	ENSG00000066468	protein_coding	2263	Y	0.000240909563702163	0.0119113154740876	0.633453736438103	1	Oncogene	Y	Y	Oncogene	Oncogene	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	51	4
PanCancer	GATA3	ENSG00000107485	protein_coding	2625	Y	0	0	1	1	Oncogene/TSG	Y	Y	TSG	Pssible_TSG	Y	Y	N	N	Y	Y	N	Y	Y	Y	Y	Y	49	4
PanCancer	JMJD1C	ENSG00000171988	protein_coding	221037	Y	8.95639948630849e-05	0.00485118507985197	0.673447374246331	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	KAT6B	ENSG00000156650	protein_coding	23522	Y	0.133517458167309	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	KIF5B	ENSG00000170759	protein_coding	3799	Y	0.00839115024061817	0.24065630324919	0.49128278875906	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	KLF6	ENSG00000067082	protein_coding	1316	Y	0.219320368852303	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	24	4
PanCancer	LARP4B	ENSG00000107929	protein_coding	23185	Y	1.73518032413676e-07	1.13202499101829e-05	0.88120990740404	2	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	31	4
PanCancer	MLLT10	ENSG00000078403	protein_coding	8028	Y	0.0206069921108342	0.443876349054044	0.46185801188421	1	Oncogene	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	Y	N	22	4
PanCancer	NCOA4	ENSG00000266412	protein_coding	8031	Y	0.0205563708298273	0.443253529403456	0.461925325628279	1	Y	N	N	N	N	Y	N	Y	Y	N	N	N	N	N	N	Y	N	23	4
PanCancer	NFKB2	ENSG00000077150	protein_coding	4791	Y	0.393582503762057	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	NT5C2	ENSG00000076685	protein_coding	22978	Y	0.284019317587648	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	Y	N	22	4
PanCancer	PRF1	ENSG00000180644	protein_coding	5551	Y	0.44364107244167	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PTEN	ENSG00000171862	protein_coding	5728	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	N	51	4
PanCancer	RET	ENSG00000165731	protein_coding	5979	Y	0.450176664890066	0.596573590279973	0.447711526065277	1	Oncogene	N	Y	Oncogene	N	N	N	Y	N	Y	Y	N	N	Y	N	Y	N	35	4
PanCancer	SHOC2	ENSG00000108061	protein_coding	8036	Y	0	0	1	N	Oncogene	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	20	4
PanCancer	SUFU	ENSG00000107882	protein_coding	51684	Y	0.168797310428446	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	Y	Y	N	N	N	Y	N	Y	N	23	4
PanCancer	TCF7L2	ENSG00000148737	protein_coding	6934	Y	0.158339232318435	0.596573590279973	0.447711526065277	1	TSG	N	Y	N	N	Y	Y	N	Y	N	N	Y	Y	Y	N	Y	N	36	4
PanCancer	TET1	ENSG00000138336	protein_coding	80312	Y	0.184558774814361	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	TLX1	ENSG00000107807	protein_coding	3195	Y	0.555491704379422	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	ARHGEF12	ENSG00000196914	protein_coding	23365	Y	0.229886550616818	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	ATM	ENSG00000149311	protein_coding	472	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	N	N	Y	Y	Y	Y	N	49	4
PanCancer	BCL9L	ENSG00000186174	protein_coding	283149	Y	0.230660793761866	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	BIRC3	ENSG00000023445	protein_coding	330	Y	0.137280335078255	0.596573590279973	0.447711526065277	1	Y	N	Y	N	N	N	N	Y	N	N	N	N	N	Y	N	Y	N	32	4
PanCancer	CARS	ENSG00000110619	protein_coding	833	Y	0.284088550660118	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	CBL	ENSG00000110395	protein_coding	867	Y	0.145345238512255	0.596573590279973	0.447711526065277	1	TSG	N	N	Oncogene	N	N	N	Y	Y	N	N	N	N	Y	N	Y	N	24	4
PanCancer	CCDC73	ENSG00000186714	protein_coding	493860	Y	5.57302407128861e-07	3.58994168882377e-05	0.851231900352907	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	CCND1	ENSG00000110092	protein_coding	595	Y	0.000358163426258797	0.0170482451380061	0.617045314004477	1	Oncogene	Y	Y	N	Pssible_Oncogene	Y	Y	Y	N	N	Y	N	Y	Y	Y	Y	Y	48	4
PanCancer	CLP1	ENSG00000172409	protein_coding	10978	Y	0.562703094668708	0.596573590279973	0.447711526065277	2	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	CREB3L1	ENSG00000157613	protein_coding	90993	Y	0.517517183852125	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	21	4
PanCancer	CTNND1	ENSG00000198561	protein_coding	1500	Y	0.00302864428049579	0.106629165875386	0.530455265930844	2	N	N	Y	N	TSG	Y	Y	N	Y	N	N	Y	N	N	N	Y	N	25	4
PanCancer	DDB2	ENSG00000134574	protein_coding	1643	Y	0.458714199708337	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	22	4
PanCancer	DDX10	ENSG00000178105	protein_coding	1662	Y	0.00212070834512514	0.0796330643684465	0.544451748630587	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	DDX6	ENSG00000269612	protein_coding	1656	Y	0.320281753615989	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	Y	Y	22	4
PanCancer	EED	ENSG00000074266	protein_coding	8726	Y	0	0	1	2	TSG	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	31	4
PanCancer	EXT2	ENSG00000151348	protein_coding	2132	Y	0.412142035212657	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	FANCF	ENSG00000183161	protein_coding	2188	Y	0.00223685755198241	0.0831996925527884	0.542354158558173	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	FAT3	ENSG00000165323	protein_coding	120114	Y	0.596573590279969	0.596573590279973	0.447711526065277	2	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	FLI1	ENSG00000151702	protein_coding	2313	Y	0.142585104576077	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	Y	21	4
PanCancer	HRAS	ENSG00000174775	protein_coding	3265	Y	0	0	1	1	Oncogene	Y	Y	Oncogene	Oncogene	Y	Y	Y	N	Y	N	N	Y	Y	N	Y	N	48	4
PanCancer	KCNJ5	ENSG00000120457	protein_coding	3762	Y	0.442926747795138	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	21	4
PanCancer	KMT2A	ENSG00000267910	protein_coding	4297	Y	0.0315557643233702	0.58261185125065	0.448842422687092	1	TSG	N	Y	N	TSG	N	N	Y	N	N	N	N	Y	Y	N	Y	N	34	4
PanCancer	LMO1	ENSG00000166407	protein_coding	4004	Y	0.573851199993849	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	21	4
PanCancer	LMO2	ENSG00000135363	protein_coding	4005	Y	0.400176822879502	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	MAML2	ENSG00000184384	protein_coding	84441	Y	0.0767433489117608	0.596573590279973	0.447711526065277	1	Y	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	31	4
PanCancer	MEN1	ENSG00000133895	protein_coding	4221	Y	0.000311943420909401	0.0151303673514726	0.622531745840589	1	TSG	Y	N	TSG	N	N	Y	N	N	Y	N	N	Y	Y	N	Y	Y	35	4
PanCancer	MYOD1	ENSG00000129152	protein_coding	4654	Y	0.378360588135641	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	21	4
PanCancer	NUMA1	ENSG00000137497	protein_coding	4926	Y	0.339341404792274	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	NUP98	ENSG00000110713	protein_coding	4928	Y	0.0708910259101733	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	Y	Y	Y	Y	N	N	Y	N	N	N	Y	Y	25	4
PanCancer	PAFAH1B2	ENSG00000168092	protein_coding	5049	Y	0.421865623312954	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	PICALM	ENSG00000073921	protein_coding	8301	Y	0.137922422955913	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	POU2AF1	ENSG00000110777	protein_coding	5450	Y	0.218683077025514	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	Y	21	4
PanCancer	RRAS2	ENSG00000133818	protein_coding	22800	Y	0.00184142445933496	0.0704155195873031	0.550334269183563	N	Oncogene	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	SDHAF2	ENSG00000167985	protein_coding	54949	Y	0.233914838655694	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	SDHD	ENSG00000255292	protein_coding	6392	Y	0.466852891896676	0.596573590279973	0.447711526065277	1	TSG	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	21	4
PanCancer	TMPRSS13	ENSG00000137747	protein_coding	84000	Y	0.000657259832954971	0.0287603906123401	0.592740224317501	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	USP28	ENSG00000048028	protein_coding	57646	Y	0	0	1	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	WT1	ENSG00000184937	protein_coding	7490	Y	0.0862086697465612	0.596573590279973	0.447711526065277	1	Oncogene/TSG	N	Y	TSG	Pssible_Oncogene	Y	Y	Y	Y	Y	N	N	Y	Y	Y	Y	N	40	4
PanCancer	ZBTB16	ENSG00000109906	protein_coding	7704	Y	0.473010257084502	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	22	4
PanCancer	ACVR1B	ENSG00000135503	protein_coding	91	Y	0	0	1	N	Y	Y	Y	TSG	Pssible_TSG	Y	Y	N	N	N	N	Y	N	Y	Y	Y	N	37	4
PanCancer	ARID2	ENSG00000189079	protein_coding	196528	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	N	Y	Y	Y	N	Y	Y	49	4
PanCancer	ATF1	ENSG00000123268	protein_coding	466	Y	0.132931033110134	0.596573590279973	0.447711526065277	1	Oncogene	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	22	4
PanCancer	ATF7IP	ENSG00000171681	protein_coding	55729	Y	4.61312019778486e-06	0.00028119377444408	0.786184658207326	N	N	Y	Y	N	TSG	N	N	N	N	N	N	Y	N	N	N	Y	N	22	4
PanCancer	BCL7A	ENSG00000110987	protein_coding	605	Y	0.163352523309837	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
