347	NM_001647.4
348	NM_000041.4
350	NM_000042.3
351	NM_000484.4
353	NM_000485.3
354	NM_001648.2
355	NM_000043.6
356	NM_000639.3
357	NM_001649.4
358	NM_198098.4
359	NM_000486.6
360	NM_004925.5
361	NM_001650.7
362	NM_001651.4
363	NM_001652.4
364	NM_001170.3
366	NM_020980.5
367	NM_000044.6
368	NM_001171.6
369	NM_001654.5
372	NM_001655.5
373	NM_001656.4
374	NM_001657.4
375	NM_001658.4
377	NM_001659.3
378	NM_001660.4
379	NM_001661.4
381	NM_001662.4
382	NM_001663.4
383	NM_000045.4
384	NM_001172.4
387	NM_001664.4
388	NM_004040.4
389	NM_175744.5
390	NM_005168.5
391	NM_001665.4
392	NM_004308.5
393	NM_001666.5
394	NM_001030055.2
395	NM_013427.3
396	NM_004309.6
397	NM_001175.7
398	NM_001176.4
399	NM_004310.5
400	NM_001177.6
401	NM_005169.4
402	NM_001667.4
403	NM_004311.4
405	NM_001668.4
406	NM_001297719.2
407	NM_004312.3
408	NM_004041.5
409	NM_004313.4
410	NM_000487.6
411	NM_000046.5
412	NM_001320752.2
414	NM_001669.4
415	NM_000047.3
416	NM_001201539.2
417	NM_004314.3
419	NM_001130016.3
420	NM_021071.4
421	NM_001670.3
427	NM_177924.5
429	NM_004316.4
430	NM_005170.3
432	NM_001671.5
433	NM_001201352.2
434	NM_001672.3
435	NM_000048.4
438	NM_001171038.2
439	NM_004317.4
440	NM_001673.5
443	NM_000049.4
444	NM_004318.4
445	NM_054012.4
460	NM_004319.3
462	NM_000488.4
463	NM_006885.4
466	NM_005171.5
467	NM_001674.4
468	NM_182810.3
471	NM_004044.7
472	NM_000051.4
473	NM_001042681.2
474	NM_005172.2
475	NM_004045.4
476	NM_000701.8
477	NM_000702.4
478	NM_152296.5
479	NM_001676.7
480	NM_144699.4
481	NM_001677.4
482	NM_001678.5
483	NM_001679.4
486	NM_001680.5
487	NM_004320.6
488	NM_170665.4
489	NM_005173.4
490	NM_001366521.1
491	NM_001001331.4
492	NM_001001344.3
493	NM_001684.5
495	NM_000704.3
496	NM_000705.4
498	NM_004046.6
501	NM_001182.5
506	NM_001686.4
509	NM_001001973.3
513	NM_001687.5
514	NM_006886.4
515	NM_001688.5
516	NM_005175.3
517	NM_005176.7
518	NM_001689.5
521	NM_007100.4
522	NM_001003703.2
523	NM_001690.4
525	NM_001692.4
526	NM_001693.4
527	NM_001694.4
528	NM_001695.5
529	NM_001696.4
533	NM_004047.5
534	NM_130463.4
535	NM_001130021.3
537	NM_001183.6
538	NM_000052.7
539	NM_001697.3
540	NM_000053.4
545	NM_001184.4
546	NM_000489.6
547	NM_001244008.2
549	NM_001698.3
550	NM_181575.5
551	NM_000490.5
552	NM_000706.5
553	NM_000707.5
554	NM_000054.7
558	NM_021913.5
563	NM_001185.4
566	NM_001700.5
567	NM_004048.4
570	NM_001701.4
571	NM_001186.4
572	NM_032989.3
573	NM_004323.6
575	NM_001702.3
576	NM_001364857.2
577	NM_001704.3
578	NM_001188.4
579	NM_001189.4
580	NM_000465.4
581	NM_138761.4
582	NM_024649.5
583	NM_031885.5
585	NM_033028.5
586	NM_005504.7
587	NM_001190.4
590	NM_000055.4
593	NM_000709.4
594	NM_183050.4
595	NM_053056.3
596	NM_000633.3
597	NM_004049.4
598	NM_138578.3
599	NM_004050.5
602	NM_005178.5
604	NM_001706.5
605	NM_001024808.3
607	NM_004326.4
608	NM_001192.3
610	NM_001194.4
611	NM_001385125.1
613	NM_004327.4
617	NM_001079866.2
622	NM_203314.3
623	NM_000710.4
624	NM_001379692.1
627	NM_001709.5
629	NM_001710.6
631	NM_001195.5
632	NM_199173.6
633	NM_001711.6
634	NM_001712.5
635	NM_001713.3
636	NM_001714.4
637	NM_001196.4
638	NM_001197.5
639	NM_001198.4
640	NM_001715.3
641	NM_000057.4
642	NM_000386.4
643	NM_001716.5
644	NM_000712.4
645	NM_000713.3
646	NM_001717.4
648	NM_005180.9
649	NM_006129.5
650	NM_001200.4
651	NM_001201.5
652	NM_001202.6
653	NM_021073.4
654	NM_001718.6
655	NM_001719.3
656	NM_001720.5
657	NM_004329.3
658	NM_001203.3
659	NM_001204.7
660	NM_203281.3
661	NM_001722.3
662	NM_001205.3
663	NM_004330.4
664	NM_004052.4
665	NM_004331.3
666	NM_032515.5
667	NM_001374736.1
668	NM_023067.4
669	NM_001724.5
670	NM_004332.4
671	NM_001725.3
672	NM_007294.4
673	NM_004333.6
675	NM_000059.4
676	NM_207189.4
677	NM_004926.4
678	NM_006887.5
680	NM_001727.2
682	NM_001728.4
683	NM_004334.3
684	NM_004335.4
685	NM_001729.4
686	NM_001370658.1
687	NM_001206.4
688	NM_001730.5
689	NM_001037637.2
694	NM_001731.3
695	NM_000061.3
696	NM_001732.3
699	NM_004336.5
701	NM_001211.6
705	NM_004053.4
706	NM_000714.6
708	NM_001212.4
710	NM_000062.3
712	NM_015991.4
713	NM_001378156.1
714	NM_172369.5
715	NM_001733.7
716	NM_001734.5
717	NM_000063.6
718	NM_000064.4
719	NM_004054.4
720	NM_007293.3
721	NM_001002029.4
722	NM_000715.4
725	NM_001017365.3
726	NM_004055.5
727	NM_001735.3
728	NM_001736.4
729	NM_000065.5
730	NM_000587.4
731	NM_000562.3
732	NM_000066.4
733	NM_000606.3
734	NM_001126111.3
735	NM_001737.5
738	NM_013265.4
740	NM_004927.4
741	NM_014205.4
744	NM_001584.3
745	NM_001127392.3
746	NM_014206.4
747	NM_006133.3
752	NM_005892.4
753	NM_001378100.1
754	NM_004339.4
755	NM_004928.3
757	NM_006134.7
758	NM_001044370.2
759	NM_001128831.4
760	NM_000067.3
761	NM_005181.4
762	NM_000717.5
763	NM_001739.2
765	NM_001215.4
766	NM_005182.3
767	NM_004056.6
768	NM_001216.3
770	NM_001217.5
771	NM_001218.5
773	NM_001127222.2
774	NM_000718.4
775	NM_000719.7
776	NM_001128840.3
777	NM_001205293.3
778	NM_001256789.3
779	NM_000069.3
780	NM_001297654.2
781	NM_000722.4
782	NM_000723.5
783	NM_201596.3
784	NM_000725.4
785	NM_000726.5
786	NM_000727.4
788	NM_000387.6
790	NM_004341.5
793	NM_004929.4
794	NM_001740.5
795	NM_004057.3
796	NM_001741.3
797	NM_000728.4
799	NM_001742.4
800	NM_033138.4
801	NM_006888.6
805	NM_001743.6
808	NM_005184.4
810	NM_005185.4
811	NM_004343.4
813	NM_001219.5
814	NM_001744.6
815	NM_015981.4
816	NM_001220.5
817	NM_001321571.2
818	NM_001367534.1
819	NM_001745.4
820	NM_004345.5
821	NM_001746.4
822	NM_001747.4
823	NM_005186.4
824	NM_001748.5
825	NM_000070.3
826	NM_001749.4
827	NM_014289.4
828	NM_004058.5
829	NM_006135.3
830	NM_006136.3
831	NM_001750.7
832	NM_004930.5
833	NM_001014437.3
834	NM_001257118.3
835	NM_032982.4
836	NM_004346.4
837	NM_001225.4
838	NM_004347.5
839	NM_001226.4
840	NM_001227.5
841	NM_001372051.1
842	NM_001229.5
843	NM_032977.4
844	NM_001231.5
845	NM_001232.4
846	NM_000388.4
847	NM_001752.4
857	NM_001753.5
858	NM_001233.5
859	NM_033337.3
860	NM_001024630.4
861	NM_001754.5
862	NM_175634.3
863	NM_005187.6
864	NM_004350.3
865	NM_022845.3
866	NM_001756.4
867	NM_005188.4
868	NM_170662.5
869	NM_004352.4
871	NM_001235.5
873	NM_001757.4
874	NM_001236.4
875	NM_000071.3
881	NM_005893.3
883	NM_004059.5
885	NM_000729.6
886	NM_000730.3
887	NM_176875.4
889	NM_194454.3
890	NM_001237.5
891	NM_031966.4
892	NM_005190.4
894	NM_001759.4
896	NM_001760.5
898	NM_001238.4
899	NM_001761.3
900	NM_004060.4
901	NM_004354.3
902	NM_001239.4
904	NM_001240.4
905	NM_058241.3
908	NM_001762.4
909	NM_001763.3
910	NM_001764.3
911	NM_001765.3
912	NM_001371762.2
913	NM_030893.4
914	NM_001767.5
915	NM_000732.6
916	NM_000733.4
917	NM_000073.3
919	NM_198053.3
920	NM_000616.5
921	NM_014207.4
922	NM_005894.3
923	NM_006725.5
924	NM_006137.7
925	NM_001768.7
926	NM_004931.5
927	NM_001349727.2
928	NM_001769.4
929	NM_000591.4
930	NM_001770.6
931	NM_152866.3
932	NM_006138.5
933	NM_001771.4
939	NM_001242.5
940	NM_006139.4
941	NM_005191.4
942	NM_175862.5
943	NM_001243.5
944	NM_001244.4
945	NM_001772.4
946	NM_001245.7
947	NM_001025109.2
948	NM_001001548.3
949	NM_005505.5
950	NM_005506.4
951	NM_001774.3
952	NM_001775.4
953	NM_001776.6
954	NM_203468.3
955	NM_001247.5
956	NM_001248.4
957	NM_001249.5
958	NM_001250.6
959	NM_000074.3
960	NM_000610.4
961	NM_001777.4
962	NM_001778.4
963	NM_000560.4
965	NM_001779.3
966	NM_000611.6
967	NM_001780.6
968	NM_001251.3
969	NM_001781.2
970	NM_001252.5
971	NM_001782.3
972	NM_001025159.3
973	NM_001783.4
974	NM_000626.4
975	NM_004356.4
976	NM_078481.4
977	NM_004357.5
978	NM_001785.3
983	NM_001786.5
984	NM_033486.3
987	NM_001364905.1
988	NM_001253.4
989	NM_001788.6
990	NM_001254.4
991	NM_001255.3
993	NM_001789.3
994	NM_021873.4
995	NM_001790.5
996	NM_001256.6
997	NM_004359.2
998	NM_001791.4
999	NM_004360.5
1000	NM_001792.5
1001	NM_001793.6
1002	NM_001794.5
1003	NM_001795.5
1004	NM_004932.4
1005	NM_004361.5
1006	NM_001796.5
1007	NM_016279.4
1008	NM_006727.5
1009	NM_001797.4
1010	NM_004061.5
1012	NM_001257.5
1013	NM_004933.3
1014	NM_004062.4
1015	NM_004063.4
1016	NM_004934.5
1017	NM_001798.5
1018	NM_001258.4
1019	NM_000075.4
1020	NM_004935.4
1021	NM_001145306.2
1022	NM_001799.4
1024	NM_001260.3
1025	NM_001261.4
1026	NM_000389.5
1027	NM_004064.5
1028	NM_001122630.2
1029	NM_000077.5
1030	NM_004936.4
1031	NM_078626.3
1032	NM_001800.4
1033	NM_005192.4
1036	NM_001801.3
1039	NM_001802.2
1040	NM_001263.4
1041	NM_001264.5
1043	NM_001803.3
1044	NM_001804.3
1045	NM_001265.6
1046	NM_005193.2
1047	NM_004362.3
1048	NM_004363.6
1050	NM_004364.5
1051	NM_005194.4
1052	NM_005195.4
1053	NM_001805.4
1054	NM_001806.4
1056	NM_001807.6
1058	NM_001809.4
1059	NM_001810.6
1060	NM_001812.4
1062	NM_001813.3
1063	NM_016343.4
1066	NM_001025195.2
1068	NM_004066.3
1069	NM_004344.3
1070	NM_004365.4
1071	NM_000078.3
1072	NM_005507.3
1073	NM_138638.5
1075	NM_001814.6
1080	NM_000492.4
1081	NM_000735.4
1082	NM_000737.5
1084	NM_001815.5
1087	NM_001291485.2
1088	NM_001816.4
1089	NM_001817.4
1101	NM_001267.3
1102	NM_001268.4
1103	NM_020549.5
1104	NM_001381865.2
1105	NM_001270.4
1106	NM_001271.4
1107	NM_001005273.3
1108	NM_001273.5
1109	NM_001818.5
1111	NM_001114122.3
1112	NM_005197.4
1113	NM_001275.4
1114	NM_001819.3
1116	NM_001276.4
1117	NM_004000.3
1118	NM_003465.3
1119	NM_001277.3
1120	NM_005198.5
1121	NM_000390.4
1122	NM_001381853.1
1123	NM_001822.7
1124	NM_004067.4
1128	NM_000738.3
1129	NM_001006630.2
1130	NM_000081.4
1131	NM_001375978.1
1132	NM_000741.5
1133	NM_012125.4
1134	NM_000079.4
1135	NM_000742.4
1136	NM_000743.5
1137	NM_000744.7
1138	NM_000745.4
1139	NM_000746.6
1140	NM_000747.3
1141	NM_000748.3
1142	NM_000749.5
1143	NM_000750.5
1144	NM_000751.3
1145	NM_000080.4
1146	NM_005199.5
1147	NM_001278.5
1149	NM_001279.4
1152	NM_001823.5
1153	NM_001300829.2
1154	NM_145071.4
1155	NM_001281.3
1158	NM_001824.5
1159	NM_001375484.1
1160	NM_001099735.2
1161	NM_000082.4
1163	NM_001826.3
1164	NM_001827.3
1173	NM_004068.4
1174	NM_001283.5
1175	NM_004069.6
1176	NM_001284.4
1178	NM_001828.6
1179	NM_001285.4
1180	NM_000083.3
1181	NM_004366.6
1182	NM_001829.4
1183	NM_001830.4
1184	NM_001127898.4
1185	NM_001286.5
1186	NM_001287.6
1187	NM_004070.4
1188	NM_000085.5
1191	NM_001831.4
1192	NM_001288.6
1193	NM_001289.6
1195	NM_004071.4
1196	NM_001294338.2
1198	NM_001130028.2
1200	NM_000391.4
1201	NM_001042432.2
1203	NM_006493.4
1207	NM_001293.3
1208	NM_001832.4
1209	NM_001294.4
1211	NM_001833.4
1212	NM_007097.5
1213	NM_004859.4
1215	NM_001836.5
1230	NM_001295.3
1232	NM_178329.3
1233	NM_005508.5
1234	NM_001394783.1
1235	NM_031409.4
1236	NM_001838.4
1237	NM_005201.4
1238	NM_001296.5
1240	NM_001142343.2
1241	NM_001143919.3
1244	NM_000392.5
1258	NM_001297.5
1259	NM_001379270.1
1260	NM_005140.3
1261	NM_001298.3
1262	NM_001037329.4
1263	NM_004073.4
1264	NM_001299.6
1265	NM_004368.4
1266	NM_001839.5
1267	NM_033133.5
1268	NM_016083.6
1269	NM_001841.3
1270	NM_000614.4
1271	NM_147164.3
1272	NM_001843.4
1277	NM_000088.4
1278	NM_000089.4
1280	NM_001844.5
1281	NM_000090.4
1282	NM_001845.6
1284	NM_001846.4
1285	NM_000091.5
1286	NM_000092.5
1287	NM_033380.3
1288	NM_033641.4
1289	NM_000093.5
1290	NM_000393.5
1291	NM_001848.3
1292	NM_001849.4
1293	NM_004369.4
1294	NM_000094.4
1295	NM_020351.4
1296	NM_005202.4
1297	NM_001851.6
1298	NM_001852.4
1299	NM_001853.4
1300	NM_000493.4
1301	NM_001854.4
1302	NM_080680.3
1303	NM_004370.6
1305	NM_001368882.1
1306	NM_001855.5
1307	NM_001856.4
1308	NM_000494.4
1310	NM_001858.6
1311	NM_000095.3
1312	NM_000754.4
1314	NM_004371.4
1315	NM_001144061.2
1316	NM_001300.6
1317	NM_001859.4
1318	NM_001860.3
1325	NM_001302.5
1326	NM_005204.4
1327	NM_001861.6
1329	NM_001862.3
1337	NM_004373.4
1339	NM_005205.4
1340	NM_001863.5
1345	NM_004374.4
1346	NM_001864.4
1347	NM_001366293.2
1349	NM_001866.3
1350	NM_001867.3
1351	NM_004074.3
1352	NM_001303.4
1353	NM_004375.5
1355	NM_078470.6
1356	NM_000096.4
1357	NM_001868.4
1358	NM_001869.3
1359	NM_001870.4
1360	NM_001871.3
1361	NM_001872.5
1362	NM_001304.5
1363	NM_001873.4
1364	NM_001305.5
1365	NM_001306.4
1366	NM_001307.6
1368	NM_198320.5
1369	NM_001308.3
1370	NM_001080513.4
1371	NM_000097.7
1373	NM_001875.5
1374	NM_001876.4
1375	NM_152246.3
1376	NM_000098.3
1378	NM_000651.6
1379	NM_175710.2
1380	NM_001006658.3
1381	NM_004378.3
1382	NM_001878.4
1384	NM_000755.5
1385	NM_004379.5
1386	NM_001880.4
1387	NM_004380.3
1388	NM_004381.5
1389	NM_001310.4
1390	NM_183011.2
1392	NM_000756.4
1393	NM_001882.4
1394	NM_004382.5
1395	NM_001883.5
1396	NM_001311.5
1397	NM_001312.4
1398	NM_016823.4
1399	NM_005207.4
1400	NM_001014809.3
1401	NM_000567.3
1404	NM_001884.4
1406	NM_000554.6
1407	NM_004075.5
1408	NM_021117.5
1409	NM_000394.4
1410	NM_001289808.2
1411	NM_005208.5
1412	NM_057093.2
1413	NM_001886.3
1414	NM_001887.4
1415	NM_000496.3
1417	NM_004076.5
1418	NM_014617.4
1419	NM_005210.4
1420	NM_020989.4
1421	NM_006891.4
1427	NM_017541.4
1428	NM_001376256.1
1429	NM_001889.4
1431	NM_004077.3
1432	NM_139012.3
1434	NM_001316.4
1435	NM_000757.6
1436	NM_001288705.3
1437	NM_000758.4
1438	NM_172245.4
1439	NM_000395.3
1440	NM_172219.3
1441	NM_000760.4
1442	NM_001317.6
1443	NM_020991.4
1444	NM_022579.3
1445	NM_004383.3
1446	NM_001890.2
1447	NM_001891.4
1448	NM_001394997.1
1452	NM_001892.6
1453	NM_001893.6
1454	NM_152221.3
1455	NM_001319.7
1456	NM_001364140.2
1457	NM_177559.3
1459	NM_001896.4
1460	NM_001320.7
1462	NM_004385.5
1463	NM_004386.3
1464	NM_001897.5
1465	NM_004078.3
1466	NM_001321.3
1468	NM_012140.5
1469	NM_001898.3
1470	NM_001322.3
1471	NM_000099.4
1472	NM_001899.3
1473	NM_001900.5
1474	NM_001323.4
1475	NM_005213.4
1476	NM_000100.4
1477	NM_001324.3
1478	NM_001325.3
1479	NM_001326.3
1482	NM_004387.4
1485	NM_001327.3
1486	NM_004388.3
1487	NM_001012614.2
1488	NM_001329.4
1489	NM_001330.5
1490	NM_001901.4
1491	NM_001902.6
1493	NM_005214.5
1495	NM_001903.5
1496	NM_001282597.3
1497	NM_004937.3
1499	NM_001904.4
1500	NM_001085458.2
1501	NM_001332.4
1503	NM_001905.4
1504	NM_001906.6
1506	NM_001907.3
1508	NM_001908.5
1509	NM_001909.5
1510	NM_001910.4
1511	NM_001911.3
1512	NM_004390.5
1513	NM_000396.4
1514	NM_001912.5
1515	NM_001333.4
1519	NM_001334.3
1520	NM_004079.5
1521	NM_001335.4
1522	NM_001336.4
1523	NM_181552.4
1524	NM_001337.4
1525	NM_001338.5
1527	NM_001586.3
1528	NM_148923.4
1534	NM_001915.4
1535	NM_000101.4
1536	NM_000397.4
1537	NM_001916.5
1538	NM_021118.3
1539	NM_001340.5
1540	NM_001378743.1
1543	NM_001319217.2
1544	NM_000761.5
1545	NM_000104.4
1548	NM_000762.6
1549	NM_000764.3
1551	NM_000765.5
1553	NM_000766.5
1555	NM_000767.5
1557	NM_000769.4
1558	NM_000770.3
1559	NM_000771.4
1562	NM_000772.3
1565	NM_000106.6
1571	NM_000773.4
1572	NM_000774.5
1573	NM_000775.4
1576	NM_017460.6
1577	NM_000777.5
1579	NM_000778.4
1580	NM_001099772.2
1581	NM_000780.4
1582	NM_004391.3
1583	NM_000781.3
1584	NM_000497.4
1585	NM_000498.3
1586	NM_000102.4
1588	NM_000103.4
1589	NM_000500.9
1591	NM_000782.5
1592	NM_000783.4
1593	NM_000784.4
1594	NM_000785.4
1595	NM_000786.4
1600	NM_001365792.1
1601	NM_001343.4
1602	NM_080759.6
1603	NM_001344.4
1604	NM_000574.5
1605	NM_004393.6
1606	NM_001345.5
1607	NM_001350709.2
1608	NM_001346.3
1609	NM_001347.4
1610	NM_001917.5
1611	NM_004394.3
1612	NM_004938.4
1613	NM_001348.3
1615	NM_001349.4
1616	NM_001141969.2
1617	NM_004081.7
1618	NM_001351.4
1620	NM_014618.3
1621	NM_000787.4
1622	NM_001079862.4
1627	NM_001363541.2
1628	NM_001352.5
1629	NM_001918.5
1630	NM_005215.4
1632	NM_001919.4
1633	NM_000788.3
1634	NM_001920.5
1635	NM_001921.3
1636	NM_000789.4
1638	NM_001922.5
1639	NM_004082.5
1641	NM_001195553.2
1642	NM_001923.5
1643	NM_000107.3
1644	NM_001082971.2
1645	NM_001353.6
1646	NM_001393392.1
1647	NM_001924.4
1649	NM_004083.6
1650	NM_005216.5
1652	NM_001084392.3
1653	NM_004939.3
1654	NM_001356.5
1655	NM_004396.5
1656	NM_004397.6
1657	NM_001290321.3
1659	NM_004941.3
1660	NM_001357.5
1662	NM_004398.4
1663	NM_030653.4
1665	NM_001358.3
1666	NM_001359.2
1667	NM_004084.4
1668	NM_005217.4
1669	NM_001925.3
1670	NM_021010.3
1671	NM_001926.4
1672	NM_005218.4
1673	NM_004942.4
1674	NM_001927.4
1675	NM_001928.4
1676	NM_004401.3
1677	NM_004402.4
1678	NM_004085.4
1687	NM_001127453.2
1690	NM_004086.3
1716	NM_080916.3
1717	NM_001360.3
1718	NM_014762.4
1719	NM_000791.4
1723	NM_001361.5
1725	NM_001930.4
1727	NM_000398.7
1728	NM_000903.3
1729	NM_005219.5
1730	NM_006729.5
1731	NM_001365977.2
1733	NM_000792.7
1734	NM_013989.5
1735	NM_001362.4
1736	NM_001363.5
1737	NM_001931.5
1738	NM_000108.5
1739	NM_001366207.1
1740	NM_001142699.3
1741	NM_021120.4
1742	NM_001321075.3
1743	NM_001933.5
1745	NM_178120.5
1746	NM_004405.4
1747	NM_005220.3
1748	NM_138281.3
1749	NM_005221.6
1750	NM_005222.4
1755	NM_001377530.1
1756	NM_004006.3
1757	NM_001134707.2
1758	NM_004407.4
1759	NM_004408.4
1760	NM_004409.5
1761	NM_021951.3
1762	NM_004943.2
1763	NM_001080449.3
1767	NM_001369.3
1768	NM_001370.2
1769	NM_001206927.2
1770	NM_001372.4
1773	NM_005223.4
1774	NM_001303620.2
1775	NM_001374.3
1776	NM_004944.4
1777	NM_001375.3
1778	NM_001376.5
1780	NM_001135556.2
1781	NM_001378.3
1783	NM_006141.3
1785	NM_001005361.3
1786	NM_001130823.3
1787	NM_004412.7
1788	NM_022552.5
1789	NM_006892.4
1791	NM_004088.4
1793	NM_001290223.2
1794	NM_004946.3
1795	NM_004947.5
1796	NM_001381.5
1797	NM_005510.4
1798	NM_001382.4
1800	NM_001389466.1
1801	NM_001383.6
1802	NM_001384.5
1803	NM_001935.4
1804	NM_130797.4
1805	NM_001937.5
1806	NM_000110.4
1807	NM_001385.3
1808	NM_001197293.3
1809	NM_001197294.2
1810	NM_001938.3
1811	NM_000111.3
1812	NM_000794.5
1813	NM_000795.4
1814	NM_000796.6
1815	NM_000797.4
1816	NM_000798.5
1819	NM_001388.5
1820	NM_005224.3
1821	NM_001939.3
1822	NM_001940.4
1823	NM_024421.2
1824	NM_024422.6
1825	NM_001941.5
1826	NM_001389.5
1827	NM_004414.7
1828	NM_001942.4
1829	NM_001943.5
1830	NM_001944.3
1831	NM_198057.3
1832	NM_004415.4
1833	NM_004950.5
1834	NM_014208.3
1836	NM_000112.4
1837	NM_001386795.1
1838	NM_021907.5
1839	NM_001945.3
1840	NM_004416.3
1841	NM_012145.4
1842	NM_001393.4
1843	NM_004417.4
1844	NM_004418.4
1845	NM_004090.4
1846	NM_001394.7
1847	NM_004419.4
1848	NM_001946.4
1849	NM_001947.4
1850	NM_004420.3
1852	NM_001318503.2
1854	NM_001025248.2
1855	NM_001330311.2
1856	NM_004422.3
1857	NM_004423.4
1859	NM_001347721.2
1861	NM_000113.3
1869	NM_005225.3
1870	NM_004091.4
1871	NM_001949.5
1874	NM_001950.4
1875	NM_001951.4
1876	NM_198256.4
1877	NM_004424.5
1879	NM_024007.5
1880	NM_004951.5
1889	NM_001397.3
1890	NM_001953.5
1891	NM_001398.3
1892	NM_004092.4
1893	NM_004425.4
1894	NM_001258315.2
1896	NM_001399.5
1901	NM_001400.5
1902	NM_001351411.2
1903	NM_005226.4
1906	NM_001955.5
1907	NM_001956.5
