Cancer	Gene_symbol	Ensembl_ID	Gene_biotype	ENTREZID	Onco_gene_OncoVar	P_value	FDR	OncoVar_Score	CGC	OncoKB	OncoVar	MutPanning	2020Rule	CTAT	HCD	Intogen	Oncogene	TSgene	CGCPointMut	FASMIC	MouseMut	PMID_29056346	PMID_29056346_collected_known	TCGA_papers	DriverDBv3	Therapeutic_target_in_PMID_30971826	Consensus_Score	Driver Level
PanCancer	NRAS	ENSG00000213281	protein_coding	4893	Y	0	0	1	1	Oncogene	Y	Y	Oncogene	Oncogene	Y	Y	Y	N	Y	Y	N	Y	Y	Y	Y	Y	50	4
PanCancer	NTRK1	ENSG00000198400	protein_coding	4914	Y	0.344939243448921	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	PAX7	ENSG00000009709	protein_coding	5081	Y	0.274601607756157	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PBX1	ENSG00000185630	protein_coding	5087	Y	0.43467515807546	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	PDE4DIP	ENSG00000264708	protein_coding	9659	Y	0.535175463835032	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PRCC	ENSG00000143294	protein_coding	5546	Y	0.000422023348142247	0.0435238220659833	0.653272012289583	1	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	30	4
PanCancer	PRDM16	ENSG00000142611	protein_coding	63976	Y	0.34898081124493	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	Y	N	22	4
PanCancer	PRDM2	ENSG00000116731	protein_coding	7799	Y	0.105932941765597	0.596573590279973	0.46618351258099	2	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	PRRX1	ENSG00000116132	protein_coding	5396	Y	0.217110746367514	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	PTPRC	ENSG00000081237	protein_coding	5788	Y	0.0260504705277049	0.596573590279973	0.46618351258099	1	Y	N	Y	N	Pssible_Oncogene	N	N	N	Y	N	N	N	N	N	N	Y	N	32	4
PanCancer	RBM15	ENSG00000162775	protein_coding	64783	Y	0.132767908154147	0.596573590279973	0.46618351258099	1	Oncogene/TSG	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	RGS7	ENSG00000182901	protein_coding	6000	Y	0.0142371508893393	0.596573590279973	0.46618351258099	2	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	RPL22	ENSG00000116251	protein_coding	6146	Y	0	0	1	1	Y	Y	Y	N	Pssible_TSG	Y	Y	N	N	N	N	N	Y	Y	Y	Y	N	46	4
PanCancer	RPL5	ENSG00000122406	protein_coding	6125	Y	5.84686108337537e-07	8.77888995018567e-05	0.936966954051752	1	Y	Y	Y	N	TSG	Y	Y	N	Y	N	N	N	Y	Y	Y	Y	N	47	4
PanCancer	SDHB	ENSG00000117118	protein_coding	6390	Y	0.232441014179509	0.596573590279973	0.46618351258099	1	TSG	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	Y	21	4
PanCancer	SDHC	ENSG00000143252	protein_coding	6391	Y	0.481713731956098	0.596573590279973	0.46618351258099	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	SETDB1	ENSG00000143379	protein_coding	9869	Y	0.0366690466938246	0.596573590279973	0.46618351258099	2	Oncogene/TSG	N	Y	N	N	N	Y	Y	N	N	N	Y	N	N	N	Y	N	33	4
PanCancer	SFPQ	ENSG00000116560	protein_coding	6421	Y	0.156103795078755	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	Y	N	23	4
PanCancer	SLC45A3	ENSG00000158715	protein_coding	85414	Y	0.338703592323686	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	SPEN	ENSG00000065526	protein_coding	23013	Y	0.0125822647508029	0.561077809436968	0.470647525687889	1	TSG	N	Y	N	N	Y	N	N	N	N	N	Y	N	Y	N	Y	N	33	4
PanCancer	STIL	ENSG00000123473	protein_coding	6491	Y	0.19950521682967	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	TAL1	ENSG00000162367	protein_coding	6886	Y	0.312217496275511	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	TNFRSF14	ENSG00000157873	protein_coding	8764	Y	0	0	1	1	TSG	Y	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	Y	N	42	4
PanCancer	TPM3	ENSG00000143549	protein_coding	7170	Y	0.514889618997613	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	TPR	ENSG00000047410	protein_coding	7175	Y	0.101253668930812	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	Y	Y	22	4
PanCancer	TRIM33	ENSG00000197323	protein_coding	51592	Y	0.228207048427197	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	ABI1	ENSG00000136754	protein_coding	10006	Y	0.224979259742891	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	ARID5B	ENSG00000150347	protein_coding	84159	Y	0.0496225090983718	0.596573590279973	0.46618351258099	N	TSG	N	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	Y	Y	N	25	4
PanCancer	BMPR1A	ENSG00000107779	protein_coding	657	Y	0.117782965485013	0.596573590279973	0.46618351258099	1	TSG	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	Y	Y	22	4
PanCancer	CCDC6	ENSG00000108091	protein_coding	8030	Y	0.0547659083769369	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	Y	N	22	4
PanCancer	FAS	ENSG00000026103	protein_coding	355	Y	0.0195845233286556	0.596573590279973	0.46618351258099	1	TSG	N	N	N	N	N	Y	N	Y	Y	N	N	N	N	N	Y	N	23	4
PanCancer	FGFR2	ENSG00000066468	protein_coding	2263	Y	0.000837345890364735	0.0781634649175499	0.612956296304716	1	Oncogene	N	Y	Oncogene	Oncogene	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	41	4
PanCancer	GATA3	ENSG00000107485	protein_coding	2625	Y	0	0	1	1	Oncogene/TSG	Y	Y	TSG	Pssible_TSG	Y	Y	N	N	Y	Y	N	Y	Y	Y	Y	Y	49	4
PanCancer	KAT6B	ENSG00000156650	protein_coding	23522	Y	0.133517458167309	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	KIF5B	ENSG00000170759	protein_coding	3799	Y	0.193185277539221	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	KLF6	ENSG00000067082	protein_coding	1316	Y	0.0942850324851962	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	24	4
PanCancer	LARP4B	ENSG00000107929	protein_coding	23185	Y	0.00012884837480292	0.0155685432750037	0.719813876904883	2	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	31	4
PanCancer	MLLT10	ENSG00000078403	protein_coding	8028	Y	0.0109709112742506	0.520990716791157	0.476046747622122	1	Oncogene	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	Y	N	22	4
PanCancer	NCOA4	ENSG00000266412	protein_coding	8031	Y	0.140851860672533	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	Y	N	Y	Y	N	N	N	N	N	N	Y	N	23	4
PanCancer	NFKB2	ENSG00000077150	protein_coding	4791	Y	0.144162846043146	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	NT5C2	ENSG00000076685	protein_coding	22978	Y	0.274778199104759	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	Y	N	22	4
PanCancer	PRF1	ENSG00000180644	protein_coding	5551	Y	0.442543081191133	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PTEN	ENSG00000171862	protein_coding	5728	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	N	51	4
PanCancer	RET	ENSG00000165731	protein_coding	5979	Y	0.44816114220369	0.596573590279973	0.46618351258099	1	Oncogene	N	Y	Oncogene	N	N	N	Y	N	Y	Y	N	N	Y	N	Y	N	35	4
PanCancer	SUFU	ENSG00000107882	protein_coding	51684	Y	0.0243139669643527	0.596573590279973	0.46618351258099	1	TSG	N	N	N	N	N	N	N	Y	Y	N	N	N	Y	N	Y	N	23	4
PanCancer	TCF7L2	ENSG00000148737	protein_coding	6934	Y	0.159052548637281	0.596573590279973	0.46618351258099	1	TSG	N	Y	N	N	Y	Y	N	Y	N	N	Y	Y	Y	N	Y	N	36	4
PanCancer	TET1	ENSG00000138336	protein_coding	80312	Y	0.14762956477558	0.596573590279973	0.46618351258099	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	TLX1	ENSG00000107807	protein_coding	3195	Y	0.524502130352844	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	ARHGEF12	ENSG00000196914	protein_coding	23365	Y	0.229868956027938	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	ATM	ENSG00000149311	protein_coding	472	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	N	N	Y	Y	Y	Y	N	49	4
PanCancer	BCL9L	ENSG00000186174	protein_coding	283149	Y	0.231341693783447	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	BIRC3	ENSG00000023445	protein_coding	330	Y	0.137049630419154	0.596573590279973	0.46618351258099	1	Y	N	Y	N	N	N	N	Y	N	N	N	N	N	Y	N	Y	N	32	4
PanCancer	CARS	ENSG00000110619	protein_coding	833	Y	0.284085765673795	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	CBL	ENSG00000110395	protein_coding	867	Y	0.0875811566799135	0.596573590279973	0.46618351258099	1	TSG	N	N	Oncogene	N	N	N	Y	Y	N	N	N	N	Y	N	Y	N	24	4
PanCancer	CCND1	ENSG00000110092	protein_coding	595	Y	0.000333027734932491	0.0361724805708589	0.665682994587909	1	Oncogene	Y	Y	N	Pssible_Oncogene	Y	Y	Y	N	N	Y	N	Y	Y	Y	Y	Y	48	4
PanCancer	CLP1	ENSG00000172409	protein_coding	10978	Y	0.563093403448041	0.596573590279973	0.46618351258099	2	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	CREB3L1	ENSG00000157613	protein_coding	90993	Y	0.266236911237014	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	21	4
PanCancer	CTNND1	ENSG00000198561	protein_coding	1500	Y	0.00500473734258854	0.317778267942743	0.512120403713012	2	N	N	Y	N	TSG	Y	Y	N	Y	N	N	Y	N	N	N	Y	N	25	4
PanCancer	DDB2	ENSG00000134574	protein_coding	1643	Y	0.336743673370529	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	22	4
PanCancer	DDX10	ENSG00000178105	protein_coding	1662	Y	0.0822349607012104	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	DDX6	ENSG00000269612	protein_coding	1656	Y	0.320295857560964	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	Y	Y	22	4
PanCancer	EED	ENSG00000074266	protein_coding	8726	Y	0.0202126374233471	0.596573590279973	0.46618351258099	2	TSG	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	21	4
PanCancer	EXT2	ENSG00000151348	protein_coding	2132	Y	0.41214195309629	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	21	4
PanCancer	FANCF	ENSG00000183161	protein_coding	2188	Y	0.00193557325135372	0.153195371289314	0.565094865457375	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	FAT3	ENSG00000165323	protein_coding	120114	Y	0.596573590279969	0.596573590279973	0.46618351258099	2	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	FLI1	ENSG00000151702	protein_coding	2313	Y	0.0952514135395717	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	Y	21	4
PanCancer	HRAS	ENSG00000174775	protein_coding	3265	Y	0	0	1	1	Oncogene	Y	Y	Oncogene	Oncogene	Y	Y	Y	N	Y	N	N	Y	Y	N	Y	N	48	4
PanCancer	KCNJ5	ENSG00000120457	protein_coding	3762	Y	0.337246330528935	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	21	4
PanCancer	KMT2A	ENSG00000267910	protein_coding	4297	Y	0.0315557643233702	0.596573590279973	0.46618351258099	1	TSG	N	Y	N	TSG	N	N	Y	N	N	N	N	Y	Y	N	Y	N	34	4
PanCancer	LMO1	ENSG00000166407	protein_coding	4004	Y	0.415845450151489	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	21	4
PanCancer	LMO2	ENSG00000135363	protein_coding	4005	Y	0.40017679610546	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	MAML2	ENSG00000184384	protein_coding	84441	Y	0.0748336966293842	0.596573590279973	0.46618351258099	1	Y	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	31	4
PanCancer	MEN1	ENSG00000133895	protein_coding	4221	Y	0	0	1	1	TSG	Y	N	TSG	N	N	Y	N	N	Y	N	N	Y	Y	N	Y	Y	35	4
PanCancer	MYOD1	ENSG00000129152	protein_coding	4654	Y	0.378360562485564	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	21	4
PanCancer	NUMA1	ENSG00000137497	protein_coding	4926	Y	0.339543175834544	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	NUP98	ENSG00000110713	protein_coding	4928	Y	0.17458998625883	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	Y	Y	Y	Y	N	N	Y	N	N	N	Y	Y	25	4
PanCancer	NXF1	ENSG00000162231	protein_coding	10482	Y	0.000306507002067883	0.0338317458498712	0.67012742477064	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	PAFAH1B2	ENSG00000168092	protein_coding	5049	Y	0.422256324041565	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	PICALM	ENSG00000073921	protein_coding	8301	Y	0.176896255844158	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	POU2AF1	ENSG00000110777	protein_coding	5450	Y	0.099235331873531	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	Y	21	4
PanCancer	RRAS2	ENSG00000133818	protein_coding	22800	Y	9.6674929235447e-05	0.0122615034471294	0.734337081442811	N	Oncogene	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	31	4
PanCancer	SDHAF2	ENSG00000167985	protein_coding	54949	Y	0.483439368113106	0.596573590279973	0.46618351258099	1	TSG	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	SDHD	ENSG00000255292	protein_coding	6392	Y	0.402381131330157	0.596573590279973	0.46618351258099	1	TSG	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	21	4
PanCancer	USP28	ENSG00000048028	protein_coding	57646	Y	5.39234842651252e-05	0.00724419439930169	0.764939463688647	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	WT1	ENSG00000184937	protein_coding	7490	Y	0.011026779292328	0.522428847214239	0.475845881906887	1	Oncogene/TSG	N	Y	TSG	Pssible_Oncogene	Y	Y	Y	Y	Y	N	N	Y	Y	Y	Y	N	40	4
PanCancer	ZBTB16	ENSG00000109906	protein_coding	7704	Y	0.473010196683418	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	22	4
PanCancer	ACVR1B	ENSG00000135503	protein_coding	91	Y	5.9091433386672e-07	8.80764284493316e-05	0.936892845282433	N	Y	Y	Y	TSG	Pssible_TSG	Y	Y	N	N	N	N	Y	N	Y	Y	Y	N	37	4
PanCancer	ARID2	ENSG00000189079	protein_coding	196528	Y	0	0	1	1	TSG	Y	Y	TSG	TSG	Y	Y	N	Y	Y	N	Y	Y	Y	N	Y	Y	49	4
PanCancer	ATF1	ENSG00000123268	protein_coding	466	Y	0.238651178653328	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	22	4
PanCancer	BCL7A	ENSG00000110987	protein_coding	605	Y	0.129786753327179	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	20	4
PanCancer	BTG1	ENSG00000133639	protein_coding	694	Y	0.0694062927773763	0.596573590279973	0.46618351258099	1	TSG	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	30	4
PanCancer	CCND2	ENSG00000118971	protein_coding	894	Y	0.0211847673140538	0.596573590279973	0.46618351258099	1	Oncogene	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	20	4
PanCancer	CDK4	ENSG00000135446	protein_coding	1019	Y	0.0187826591031117	0.596573590279973	0.46618351258099	1	Oncogene	N	Y	N	Oncogene	N	Y	Y	N	N	Y	N	N	Y	N	Y	Y	35	4
PanCancer	CDKN1B	ENSG00000111276	protein_coding	1027	Y	0	0	1	1	TSG	Y	Y	N	Pssible_TSG	Y	Y	Y	Y	N	N	N	Y	Y	Y	Y	N	48	4
PanCancer	CHD4	ENSG00000111642	protein_coding	1108	Y	0.0444565374991594	0.596573590279973	0.46618351258099	1	Y	N	Y	N	Pssible_Oncogene	Y	Y	N	N	N	N	N	Y	Y	N	Y	N	35	4
PanCancer	CLIP1	ENSG00000130779	protein_coding	6249	Y	0	0	1	1	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	41	4
PanCancer	COL2A1	ENSG00000139219	protein_coding	1280	Y	0.0759258890095278	0.596573590279973	0.46618351258099	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	Y	N	21	4
